emp_no,first_name,last_name,title,from_date,to_date
491958,Basim,Lorin,Senior Staff,1996-02-13,9999-01-01
491958,Basim,Lorin,Staff,1987-02-13,1996-02-13
491965,Nikolaus,Porotnikoff,Engineer,1994-05-27,1999-05-27
491965,Nikolaus,Porotnikoff,Senior Engineer,1999-05-27,9999-01-01
491977,Jinya,Scharstein,Engineer,1986-03-10,1991-03-10
491977,Jinya,Scharstein,Senior Engineer,1991-03-10,9999-01-01
491978,Limsoon,Makinen,Senior Staff,1997-02-19,9999-01-01
491978,Limsoon,Makinen,Staff,1990-02-19,1997-02-19
491987,Francoise,Foong,Senior Staff,1994-02-02,9999-01-01
491987,Francoise,Foong,Staff,1986-02-02,1994-02-02
492001,Morris,Birch,Engineer,1986-02-24,1993-02-24
492001,Morris,Birch,Senior Engineer,1993-02-24,9999-01-01
492006,Francesca,Gornas,Engineer,1993-09-25,1999-09-08
492013,Muzhong,Bugrara,Staff,1998-05-06,9999-01-01
492018,Tsz,Gire,Engineer,1992-04-30,1994-12-24
492025,Yishai,Frolund,Senior Staff,1986-09-05,9999-01-01
492026,Takahiro,Callaway,Senior Staff,1998-01-10,9999-01-01
492039,Miomir,Vrecion,Senior Staff,1985-06-19,9999-01-01
492055,Radhia,Baar,Senior Staff,1986-12-19,9999-01-01
492058,Jaques,Menyhert,Senior Staff,1993-07-03,9999-01-01
492058,Jaques,Menyhert,Staff,1988-07-03,1993-07-03
492067,Zito,Eppinger,Technique Leader,1988-10-26,9999-01-01
492071,Jessie,Kisuki,Staff,1993-11-09,1994-07-08
492091,Werner,Coombs,Engineer,1986-06-01,1991-06-01
492091,Werner,Coombs,Senior Engineer,1991-06-01,9999-01-01
492097,Georgy,Broder,Senior Engineer,1988-09-09,2002-04-08
492107,Mart,Kitsuregawa,Engineer,2000-01-24,9999-01-01
492118,Maha,Murthy,Senior Staff,1994-08-28,9999-01-01
492118,Maha,Murthy,Staff,1988-08-28,1994-08-28
492119,Dipankar,Bennet,Senior Staff,2000-10-24,9999-01-01
492119,Dipankar,Bennet,Staff,1995-10-25,2000-10-24
492138,Valdiodio,Cronin,Engineer,1987-02-22,1988-12-12
492139,Berto,Anandan,Engineer,1999-09-02,2000-01-07
492152,Lubomir,Siprelle,Engineer,1990-10-19,1999-10-19
492152,Lubomir,Siprelle,Senior Engineer,1999-10-19,9999-01-01
492168,Parviz,Masada,Engineer,1986-12-09,1993-12-09
492168,Parviz,Masada,Senior Engineer,1993-12-09,1997-08-07
492170,Sakthirel,Ushiama,Senior Staff,1993-01-28,9999-01-01
492170,Sakthirel,Ushiama,Staff,1986-01-28,1993-01-28
492181,Lech,Turnbull,Engineer,1995-04-07,9999-01-01
492184,Malu,Fetvedt,Engineer,1994-01-04,9999-01-01
492190,Uma,Baig,Engineer,1989-10-16,1995-10-16
492190,Uma,Baig,Senior Engineer,1995-10-16,9999-01-01
492204,Vitaly,Ulupinar,Engineer,1986-01-17,1995-01-17
492204,Vitaly,Ulupinar,Senior Engineer,1995-01-17,9999-01-01
492225,Ipke,Neiman,Senior Staff,1996-05-29,9999-01-01
492225,Ipke,Neiman,Staff,1987-05-30,1996-05-29
492236,Xiaocheng,Delgrande,Staff,1988-07-22,1994-02-02
492243,Kyoichi,Chorvat,Engineer,1999-05-04,9999-01-01
492249,Moss,Kakkad,Senior Staff,2001-04-29,9999-01-01
492249,Moss,Kakkad,Staff,1992-04-29,2001-04-29
492277,Siamak,Vingron,Staff,1986-03-08,1988-03-17
492278,Chinhyun,Delgrange,Senior Staff,1993-11-25,9999-01-01
492278,Chinhyun,Delgrange,Staff,1988-11-25,1993-11-25
492291,Mihalis,Chenney,Senior Staff,1994-08-22,1999-04-22
492291,Mihalis,Chenney,Staff,1985-08-22,1994-08-22
492297,Niteen,Ciolek,Engineer,1986-07-26,1992-07-25
492297,Niteen,Ciolek,Senior Engineer,1992-07-25,9999-01-01
492303,Fun,Reistad,Staff,1999-09-24,9999-01-01
492313,Eirik,Orsini,Engineer,1997-10-17,2000-09-29
492323,Houman,Stanfel,Senior Staff,2002-07-02,9999-01-01
492323,Houman,Stanfel,Staff,1994-07-02,2002-07-02
492327,Claude,Denna,Engineer,1988-05-13,1996-04-19
492328,Mooi,Tzvieli,Assistant Engineer,1995-09-06,9999-01-01
492331,Supot,Gustavson,Engineer,1987-01-15,1996-01-15
492331,Supot,Gustavson,Senior Engineer,1996-01-15,9999-01-01
492332,Sukumar,Ligten,Senior Engineer,1986-06-12,1989-01-11
492335,Khedija,Thorensen,Engineer,1992-07-13,1999-07-14
492335,Khedija,Thorensen,Senior Engineer,1999-07-14,9999-01-01
492337,Greger,Junet,Senior Staff,1999-01-11,9999-01-01
492337,Greger,Junet,Staff,1991-01-11,1999-01-11
492341,Odysseas,Menhardt,Senior Staff,1993-12-29,9999-01-01
492341,Odysseas,Menhardt,Staff,1986-12-29,1993-12-29
492361,Bangqing,Jansen,Senior Staff,2000-09-25,2000-10-29
492361,Bangqing,Jansen,Staff,1995-09-26,2000-09-25
492366,Abdulla,Jumpertz,Engineer,1997-12-09,1998-07-23
492367,Chuanti,Pellegrinelli,Senior Staff,1993-03-27,9999-01-01
492367,Chuanti,Pellegrinelli,Staff,1988-03-27,1993-03-27
492375,Barna,Nollmann,Engineer,1991-02-12,1994-07-22
492376,Fuqing,Pagter,Senior Engineer,1988-11-13,9999-01-01
492377,Jianhua,Pollacia,Senior Staff,2000-10-19,9999-01-01
492377,Jianhua,Pollacia,Staff,1991-10-20,2000-10-19
492383,Mari,Gadepally,Senior Engineer,1988-06-21,9999-01-01
492391,Alenka,Baba,Senior Staff,1993-09-06,1998-10-20
492391,Alenka,Baba,Staff,1986-09-06,1993-09-06
492419,Berto,Shanbhogue,Engineer,1992-09-26,1999-09-27
492419,Berto,Shanbhogue,Senior Engineer,1999-09-27,9999-01-01
492425,Masamitsu,Kopetz,Engineer,1993-10-11,1998-10-11
492425,Masamitsu,Kopetz,Senior Engineer,1998-10-11,9999-01-01
492428,Adin,Laventhal,Assistant Engineer,1986-07-11,1992-07-10
492428,Adin,Laventhal,Engineer,1992-07-10,1998-07-10
492428,Adin,Laventhal,Senior Engineer,1998-07-10,9999-01-01
492429,Paloma,Pelz,Senior Staff,1996-07-13,9999-01-01
492429,Paloma,Pelz,Staff,1988-07-13,1996-07-13
492431,Hsiangchu,Verhaegen,Senior Staff,1999-04-21,9999-01-01
492431,Hsiangchu,Verhaegen,Staff,1992-04-20,1999-04-21
492442,Divine,Speek,Engineer,1990-05-16,1997-05-31
492448,Kristen,Uchoa,Engineer,1987-04-28,1993-04-27
492448,Kristen,Uchoa,Senior Engineer,1993-04-27,9999-01-01
492463,Kwangjo,Zirintsis,Senior Staff,1986-01-01,1997-07-10
492468,JoAnna,Fargier,Engineer,1985-08-06,1990-08-06
492468,JoAnna,Fargier,Senior Engineer,1990-08-06,9999-01-01
492472,Youngkon,Peyn,Senior Staff,1992-07-15,9999-01-01
492472,Youngkon,Peyn,Staff,1986-07-16,1992-07-15
492479,Otilia,Salinas,Senior Staff,2001-05-16,9999-01-01
492479,Otilia,Salinas,Staff,1994-05-16,2001-05-16
492493,Yucai,Maliniak,Engineer,1997-04-18,9999-01-01
492508,Uno,Eastman,Senior Staff,1993-10-17,9999-01-01
492508,Uno,Eastman,Staff,1988-10-17,1993-10-17
492533,Xiaoheng,Busillo,Staff,1998-03-27,9999-01-01
492538,Almudena,Sury,Engineer,1987-03-01,1994-03-01
492538,Almudena,Sury,Senior Engineer,1994-03-01,9999-01-01
492555,Hercules,Kropf,Senior Staff,1987-12-25,9999-01-01
492558,Yoshimitsu,Melter,Senior Staff,1992-05-20,9999-01-01
492558,Yoshimitsu,Melter,Staff,1986-05-21,1992-05-20
492561,Mantis,Wielonsky,Engineer,1990-02-01,1999-02-01
492561,Mantis,Wielonsky,Senior Engineer,1999-02-01,9999-01-01
492562,Morris,Valiente,Senior Staff,1990-05-05,9999-01-01
492564,Hiroyasu,Bellmore,Senior Engineer,1989-02-03,9999-01-01
492566,Susuma,DasSarma,Engineer,1988-01-09,1996-01-09
492566,Susuma,DasSarma,Senior Engineer,1996-01-09,9999-01-01
492570,Maris,Plotkin,Senior Staff,1996-03-27,9999-01-01
492570,Maris,Plotkin,Staff,1988-03-27,1996-03-27
492574,Alain,Georg,Senior Engineer,1988-08-30,9999-01-01
492576,Akeno,Birge,Senior Engineer,1988-12-19,1991-06-07
492587,Kirk,Salverda,Engineer,1997-10-24,9999-01-01
492593,Lalit,Uludag,Senior Engineer,1986-09-16,9999-01-01
492597,Bedrich,Takanami,Senior Staff,1990-09-24,9999-01-01
492597,Bedrich,Takanami,Staff,1985-09-24,1990-09-24
492612,Guangming,Matzke,Senior Staff,1998-07-11,9999-01-01
492612,Guangming,Matzke,Staff,1991-07-11,1998-07-11
492614,Xiaoshan,Frolund,Senior Staff,1997-01-26,9999-01-01
492614,Xiaoshan,Frolund,Staff,1991-01-27,1997-01-26
492615,Navid,Assaf,Senior Engineer,1988-02-05,9999-01-01
492622,Pintsang,Kading,Staff,1999-11-15,9999-01-01
492633,Taiji,Malinowski,Senior Staff,1990-09-12,9999-01-01
492633,Taiji,Malinowski,Staff,1985-09-12,1990-09-12
492638,Shaowen,Chinin,Technique Leader,1988-11-01,9999-01-01
492641,Mori,Azulay,Senior Staff,1986-07-13,1999-01-06
492643,Renny,Homond,Staff,1996-07-16,9999-01-01
492647,Leen,Madeira,Senior Staff,1987-02-24,9999-01-01
492652,Sukumar,Heydon,Engineer,1986-03-01,1993-03-01
492652,Sukumar,Heydon,Senior Engineer,1993-03-01,9999-01-01
492663,Parke,Harnett,Senior Engineer,1988-12-22,9999-01-01
492671,Zengping,Docker,Senior Staff,2000-08-26,9999-01-01
492671,Zengping,Docker,Staff,1991-08-27,2000-08-26
492678,Kazuyasu,Pettis,Senior Staff,1997-04-28,9999-01-01
492678,Kazuyasu,Pettis,Staff,1990-04-28,1997-04-28
492685,Sashi,Ginesta,Senior Staff,1995-02-16,9999-01-01
492685,Sashi,Ginesta,Staff,1987-02-16,1995-02-16
492693,Feiyu,Kakkar,Senior Engineer,1988-07-11,2000-11-26
492694,Boutros,Weedman,Engineer,1989-03-03,1998-03-03
492694,Boutros,Weedman,Senior Engineer,1998-03-03,9999-01-01
492700,Morrie,Yemenis,Staff,1997-01-01,9999-01-01
492710,Kristine,Conta,Engineer,1985-03-13,1990-03-13
492710,Kristine,Conta,Senior Engineer,1990-03-13,9999-01-01
492711,Zita,Marshall,Senior Staff,2001-02-09,9999-01-01
492711,Zita,Marshall,Staff,1994-02-09,2001-02-09
492727,Wanqing,Brickell,Engineer,1999-10-10,9999-01-01
492731,Valery,Valiente,Engineer,1997-08-31,9999-01-01
492732,Navid,Ciolek,Senior Staff,1995-08-22,9999-01-01
492732,Navid,Ciolek,Staff,1988-08-21,1995-08-22
492734,Iara,Heiserman,Senior Engineer,1989-06-21,1993-03-29
492736,Taiji,Melton,Assistant Engineer,1985-10-29,1991-10-29
492736,Taiji,Melton,Engineer,1991-10-29,1997-10-28
492736,Taiji,Melton,Senior Engineer,1997-10-28,9999-01-01
492738,Jaques,Gammage,Staff,1998-01-13,9999-01-01
492750,Akeno,Sewelson,Engineer,1986-06-06,1994-06-06
492750,Akeno,Sewelson,Senior Engineer,1994-06-06,9999-01-01
492755,Jinpo,Hartvigsen,Engineer,1988-03-16,1994-03-16
492755,Jinpo,Hartvigsen,Senior Engineer,1994-03-16,9999-01-01
492759,Chenxi,Butterworth,Senior Staff,1996-04-04,2000-11-05
492759,Chenxi,Butterworth,Staff,1988-04-05,1996-04-04
492760,Susanna,Llado,Senior Engineer,1997-01-24,9999-01-01
492767,Shushma,Tomescu,Senior Staff,2001-10-15,9999-01-01
492767,Shushma,Tomescu,Staff,1996-10-15,2001-10-15
492771,Odoardo,Aamodt,Engineer,1987-04-26,1994-04-26
492771,Odoardo,Aamodt,Senior Engineer,1994-04-26,9999-01-01
492775,Pranas,Yavatkar,Senior Engineer,1989-02-11,9999-01-01
492777,Demin,Mapelli,Assistant Engineer,1993-02-16,2002-02-16
492777,Demin,Mapelli,Engineer,2002-02-16,9999-01-01
492798,Berhard,Kandlur,Staff,1988-09-15,1992-03-25
492799,LiMin,Ramsak,Senior Staff,1997-09-22,9999-01-01
492799,LiMin,Ramsak,Staff,1991-09-23,1997-09-22
492800,Brigham,Kropf,Engineer,1988-11-25,1993-11-25
492800,Brigham,Kropf,Senior Engineer,1993-11-25,9999-01-01
492806,LiMin,Chinen,Engineer,1992-09-11,1999-09-12
492806,LiMin,Chinen,Senior Engineer,1999-09-12,9999-01-01
492819,Trygve,Honglei,Senior Engineer,1993-04-02,2002-04-17
492829,Chaitali,Schwartzburd,Engineer,1986-05-29,1990-05-25
492831,Yonghong,Liesche,Staff,1999-08-28,2001-03-16
492835,Khaled,Khalil,Senior Staff,1985-03-10,9999-01-01
492836,Zorica,Kranzdorf,Engineer,1994-01-16,2002-01-16
492836,Zorica,Kranzdorf,Senior Engineer,2002-01-16,9999-01-01
492840,Yuchang,Pfau,Senior Staff,1993-07-13,1999-01-20
492840,Yuchang,Pfau,Staff,1988-07-13,1993-07-13
492843,Sven,Lipner,Senior Engineer,1997-03-15,9999-01-01
492844,Falguni,Prenel,Senior Staff,1990-12-12,9999-01-01
492844,Falguni,Prenel,Staff,1985-12-12,1990-12-12
492850,Yefim,Gill,Engineer,1986-08-02,1992-08-01
492850,Yefim,Gill,Senior Engineer,1992-08-01,1998-05-27
492867,Ebbe,Baaz,Engineer,1987-06-10,1994-06-10
492867,Ebbe,Baaz,Senior Engineer,1994-06-10,9999-01-01
492868,Abdelkader,Trumbly,Staff,1997-03-24,9999-01-01
492875,Sasan,Milicia,Engineer,1988-10-16,1993-10-16
492875,Sasan,Milicia,Senior Engineer,1993-10-16,9999-01-01
492877,Vasiliy,Chinin,Senior Staff,1999-07-06,9999-01-01
492877,Vasiliy,Chinin,Staff,1994-07-06,1999-07-06
492883,Kwangho,Fontet,Engineer,1999-05-21,9999-01-01
492887,Soenke,Luby,Senior Staff,1993-05-18,9999-01-01
492887,Soenke,Luby,Staff,1987-05-19,1993-05-18
492891,Zhongwei,Baumann,Staff,1992-09-12,1995-06-12
492911,Jungsoon,Asser,Senior Staff,1988-08-02,9999-01-01
492912,Noritoshi,Braunmuhl,Engineer,1996-11-23,2001-11-23
492912,Noritoshi,Braunmuhl,Senior Engineer,2001-11-23,9999-01-01
492929,Yannik,Nanard,Engineer,1985-06-12,1993-06-12
492929,Yannik,Nanard,Senior Engineer,1993-06-12,9999-01-01
492938,Kazuhide,Spieker,Engineer,1993-04-13,2001-04-13
492938,Kazuhide,Spieker,Senior Engineer,2001-04-13,9999-01-01
492943,Satyanarayana,Skogmar,Staff,2000-01-25,9999-01-01
492950,Theron,Wilfing,Staff,1997-09-18,9999-01-01
492989,Marjo,Byoun,Engineer,1988-01-13,1993-01-12
492989,Marjo,Byoun,Senior Engineer,1993-01-12,9999-01-01
492998,Bogdan,Schicker,Engineer,1993-05-24,1996-10-11
493005,Nidapan,Suppi,Senior Staff,1985-10-07,9999-01-01
493008,Yagil,Lanphier,Senior Staff,1992-07-26,9999-01-01
493008,Yagil,Lanphier,Staff,1985-07-26,1992-07-26
493012,Satyanarayana,Georgatos,Senior Staff,1992-04-14,9999-01-01
493012,Satyanarayana,Georgatos,Staff,1986-04-15,1992-04-14
493026,Jiang,Swen,Engineer,1986-05-22,1993-05-22
493026,Jiang,Swen,Senior Engineer,1993-05-22,9999-01-01
493037,Elrique,Schwaller,Senior Staff,1993-01-08,9999-01-01
493037,Elrique,Schwaller,Staff,1988-01-09,1993-01-08
493047,Hairong,Baar,Engineer,1998-02-03,1998-02-09
493057,Lijia,Monarch,Engineer,1988-11-07,1997-11-07
493057,Lijia,Monarch,Senior Engineer,1997-11-07,9999-01-01
493068,Navid,Malinowski,Engineer,1988-05-28,1994-05-28
493068,Navid,Malinowski,Senior Engineer,1994-05-28,9999-01-01
493075,Georgi,Kaminger,Senior Staff,1993-01-21,1995-07-13
493075,Georgi,Kaminger,Staff,1987-01-22,1993-01-21
493084,Tua,Rodite,Senior Engineer,1999-02-04,9999-01-01
493115,Shai,Bashian,Engineer,1986-12-08,1993-12-08
493115,Shai,Bashian,Senior Engineer,1993-12-08,9999-01-01
493116,Pintsang,Heping,Senior Engineer,1986-08-25,9999-01-01
493117,Moie,Ullian,Engineer,1988-10-15,1997-10-15
493117,Moie,Ullian,Senior Engineer,1997-10-15,9999-01-01
493121,Shigeo,Andreotta,Senior Staff,1992-11-26,9999-01-01
493121,Shigeo,Andreotta,Staff,1985-11-26,1992-11-26
493136,Poorav,Bojadziev,Assistant Engineer,1986-11-11,1991-11-11
493136,Poorav,Bojadziev,Engineer,1991-11-11,1996-11-10
493136,Poorav,Bojadziev,Senior Engineer,1996-11-10,9999-01-01
493141,Kersti,Peroz,Engineer,1986-11-12,1993-11-12
493141,Kersti,Peroz,Senior Engineer,1993-11-12,9999-01-01
493147,Shaz,Chelton,Engineer,1987-08-30,1992-08-29
493147,Shaz,Chelton,Senior Engineer,1992-08-29,2000-03-22
493150,Toshiki,Zockler,Technique Leader,1992-01-04,9999-01-01
493155,Jaber,Henders,Senior Staff,1995-10-25,9999-01-01
493155,Jaber,Henders,Staff,1986-10-25,1995-10-25
493163,Eirik,Shrader,Engineer,1986-12-31,1991-12-31
493163,Eirik,Shrader,Senior Engineer,1991-12-31,9999-01-01
493181,Kwangjo,Belinskaya,Senior Staff,1994-01-26,1994-11-24
493181,Kwangjo,Belinskaya,Staff,1987-01-26,1994-01-26
493182,Tze,Staelin,Engineer,1994-08-02,9999-01-01
493191,Margareta,Rusterholz,Staff,1997-07-18,9999-01-01
493199,Gila,Gist,Engineer,1986-03-23,1992-03-22
493199,Gila,Gist,Senior Engineer,1992-03-22,9999-01-01
493200,Feiyu,Jansch,Assistant Engineer,1989-09-15,1998-09-15
493200,Feiyu,Jansch,Engineer,1998-09-15,9999-01-01
493202,Shan,Mikschl,Staff,1997-04-19,9999-01-01
493209,Mani,Zizka,Senior Staff,1998-05-03,9999-01-01
493209,Mani,Zizka,Staff,1991-05-03,1998-05-03
493211,Rosalyn,McDermid,Engineer,1992-04-24,1997-04-24
493211,Rosalyn,McDermid,Senior Engineer,1997-04-24,9999-01-01
493213,Mats,Maquelin,Technique Leader,1996-09-17,9999-01-01
493230,Branimir,Picel,Engineer,1986-07-25,1992-07-24
493230,Branimir,Picel,Senior Engineer,1992-07-24,9999-01-01
493233,Chanjung,Swist,Engineer,1988-10-01,1996-10-01
493233,Chanjung,Swist,Senior Engineer,1996-10-01,9999-01-01
493244,Sajjad,Junet,Senior Engineer,1988-01-31,9999-01-01
493261,Demin,Savasere,Senior Engineer,1986-07-29,9999-01-01
493262,Pintsang,Fiebach,Staff,1998-10-15,1999-06-16
493269,Berhard,Biron,Staff,1997-11-20,9999-01-01
493276,Keiichiro,Zirintsis,Assistant Engineer,1985-10-25,1994-10-25
493276,Keiichiro,Zirintsis,Engineer,1994-10-25,9999-01-01
493285,Gennady,Syrzycki,Staff,1998-01-31,9999-01-01
493286,Maha,Riesenhuber,Engineer,1993-12-22,2001-12-22
493286,Maha,Riesenhuber,Senior Engineer,2001-12-22,9999-01-01
493294,Mong,Bamford,Senior Staff,1992-03-18,1992-09-25
493297,Roddy,Kusalik,Staff,1999-09-29,9999-01-01
493300,Tommaso,Bodoff,Senior Staff,1987-05-17,9999-01-01
493301,Uri,Pardalos,Engineer,1994-04-27,1999-04-27
493301,Uri,Pardalos,Senior Engineer,1999-04-27,9999-01-01
493313,Mohammed,Fabrizio,Senior Staff,1993-12-13,9999-01-01
493313,Mohammed,Fabrizio,Staff,1985-12-13,1993-12-13
493329,Nidapan,dAstous,Senior Staff,1991-06-12,2001-07-07
493329,Nidapan,dAstous,Staff,1985-06-12,1991-06-12
493330,Hidekazu,Lanphier,Senior Staff,1996-06-23,9999-01-01
493330,Hidekazu,Lanphier,Staff,1989-06-23,1996-06-23
493341,Mihalis,Guerreiro,Senior Staff,1990-10-04,1999-10-02
493341,Mihalis,Guerreiro,Staff,1985-10-04,1990-10-04
493346,Kiyomitsu,Engelmann,Engineer,1988-05-20,1995-05-21
493346,Kiyomitsu,Engelmann,Senior Engineer,1995-05-21,1998-06-26
493352,Thodoros,Sigstam,Senior Staff,1991-01-10,9999-01-01
493352,Thodoros,Sigstam,Staff,1986-01-10,1991-01-10
493353,Hiroyasu,Sadowsky,Technique Leader,1986-10-05,9999-01-01
493354,Marie,Rassart,Senior Engineer,1987-01-02,9999-01-01
493368,Siddarth,Orsini,Technique Leader,1986-04-16,9999-01-01
493369,Tze,Zielinski,Senior Staff,1993-11-14,9999-01-01
493369,Tze,Zielinski,Staff,1986-11-14,1993-11-14
493375,Juichirou,Slobodova,Engineer,1990-12-20,1997-12-20
493375,Juichirou,Slobodova,Senior Engineer,1997-12-20,9999-01-01
493378,Demos,Flexer,Senior Staff,1992-08-15,9999-01-01
493378,Demos,Flexer,Staff,1985-08-15,1992-08-15
493379,Faiza,Knightly,Technique Leader,1986-03-16,9999-01-01
493383,Marjo,Llado,Engineer,1991-09-21,1999-09-21
493383,Marjo,Llado,Senior Engineer,1999-09-21,2002-01-11
493387,Zeydy,Gniady,Engineer,1986-05-02,1992-05-01
493387,Zeydy,Gniady,Senior Engineer,1992-05-01,9999-01-01
493389,Sandeepan,Feinberg,Assistant Engineer,1987-04-12,1993-04-11
493389,Sandeepan,Feinberg,Engineer,1993-04-11,1997-12-23
493407,Tua,Gargeya,Engineer,1987-02-10,1992-02-10
493407,Tua,Gargeya,Senior Engineer,1992-02-10,9999-01-01
493448,Alper,Swist,Assistant Engineer,1985-11-08,1990-11-08
493448,Alper,Swist,Engineer,1990-11-08,1995-11-08
493448,Alper,Swist,Senior Engineer,1995-11-08,9999-01-01
493453,Fai,Waleschkowski,Assistant Engineer,1992-07-19,2001-07-19
493453,Fai,Waleschkowski,Engineer,2001-07-19,9999-01-01
493464,Bader,Tsunoo,Senior Staff,1988-02-17,9999-01-01
493503,Hidefumi,Potthoff,Engineer,1997-11-10,9999-01-01
493504,Shaz,Pfau,Engineer,1986-12-30,1993-12-30
493504,Shaz,Pfau,Senior Engineer,1993-12-30,9999-01-01
493505,Sushant,Basawa,Engineer,1996-02-23,2001-02-22
493505,Sushant,Basawa,Senior Engineer,2001-02-22,9999-01-01
493506,Siddarth,Vigier,Engineer,1992-11-16,1998-11-16
493506,Siddarth,Vigier,Senior Engineer,1998-11-16,2002-04-18
493509,Zito,Rande,Engineer,1989-04-25,1998-04-25
493509,Zito,Rande,Senior Engineer,1998-04-25,9999-01-01
493515,Volkmar,Bade,Engineer,1999-10-23,9999-01-01
493519,Sadegh,Papsdorf,Assistant Engineer,1994-10-26,2001-10-26
493519,Sadegh,Papsdorf,Engineer,2001-10-26,9999-01-01
493524,Changho,Cooke,Senior Staff,1994-08-07,9999-01-01
493524,Changho,Cooke,Staff,1988-08-07,1994-08-07
493526,Phillip,Ulupinar,Senior Staff,1995-02-04,9999-01-01
493526,Phillip,Ulupinar,Staff,1986-02-04,1995-02-04
493531,Gay,Heystek,Engineer,2000-01-10,2001-11-30
493556,Roddy,Yurek,Engineer,1985-06-13,1992-06-13
493556,Roddy,Yurek,Senior Engineer,1992-06-13,9999-01-01
493557,Froduald,Renear,Senior Staff,1992-07-21,9999-01-01
493557,Froduald,Renear,Staff,1985-07-21,1992-07-21
493560,Danny,Henseler,Senior Engineer,1991-08-19,9999-01-01
493569,Mikhail,Salvesen,Senior Staff,1995-07-28,9999-01-01
493569,Mikhail,Salvesen,Staff,1987-07-28,1995-07-28
493572,Kamakshi,Sudbeck,Staff,1997-09-30,9999-01-01
493576,Margareta,Prochazka,Senior Staff,1988-05-04,9999-01-01
493581,Shaibal,Nooteboom,Engineer,1988-12-14,1995-12-15
493581,Shaibal,Nooteboom,Senior Engineer,1995-12-15,9999-01-01
493594,Jayesh,Barvinok,Senior Staff,1988-05-19,9999-01-01
493606,Heon,Bratten,Senior Engineer,1986-03-15,1986-12-18
493609,Oldrich,Pramanik,Engineer,1995-08-22,2000-08-21
493609,Oldrich,Pramanik,Senior Engineer,2000-08-21,9999-01-01
493610,Barry,Pena,Engineer,1989-11-22,1998-11-22
493610,Barry,Pena,Senior Engineer,1998-11-22,9999-01-01
493617,Nishit,Gulik,Senior Staff,1995-12-10,9999-01-01
493617,Nishit,Gulik,Staff,1987-12-10,1995-12-10
493638,Xiaoheng,Pulkowski,Senior Staff,1997-07-13,9999-01-01
493638,Xiaoheng,Pulkowski,Staff,1992-07-13,1997-07-13
493642,Sanjai,Baig,Senior Staff,1993-06-18,9999-01-01
493642,Sanjai,Baig,Staff,1985-06-18,1993-06-18
493647,Jayson,Perri,Senior Staff,2002-01-21,9999-01-01
493647,Jayson,Perri,Staff,1994-01-21,2002-01-21
493651,Constantino,Demeyer,Staff,1999-04-03,9999-01-01
493662,Badri,Silva,Engineer,1997-09-21,9999-01-01
493665,Weiyi,Zultner,Staff,1995-12-01,9999-01-01
493671,Mikhail,Chiola,Senior Staff,1995-02-10,9999-01-01
493671,Mikhail,Chiola,Staff,1988-02-10,1995-02-10
493675,Dante,Benaini,Engineer,1987-10-20,1991-05-17
493681,Baocai,Mersereau,Engineer,1987-05-22,1992-05-21
493681,Baocai,Mersereau,Senior Engineer,1992-05-21,9999-01-01
493683,Magy,Ducloy,Senior Staff,2001-01-21,9999-01-01
493683,Magy,Ducloy,Staff,1995-01-22,2001-01-21
493685,Kazunori,Isaak,Engineer,1997-03-17,2002-01-15
493695,Sariel,Camarinopoulos,Assistant Engineer,1985-07-18,1990-07-18
493695,Sariel,Camarinopoulos,Engineer,1990-07-18,1995-07-18
493695,Sariel,Camarinopoulos,Senior Engineer,1995-07-18,9999-01-01
493715,Dipayan,Binding,Assistant Engineer,1994-11-24,1999-11-24
493715,Dipayan,Binding,Engineer,1999-11-24,9999-01-01
493720,Juyoung,Sridhar,Senior Staff,2001-07-19,9999-01-01
493720,Juyoung,Sridhar,Staff,1995-07-20,2001-07-19
493721,Serif,Zielinski,Engineer,1987-07-18,1993-07-17
493721,Serif,Zielinski,Senior Engineer,1993-07-17,9999-01-01
493725,Anneke,Jeansoulin,Senior Staff,1991-05-03,9999-01-01
493725,Anneke,Jeansoulin,Staff,1985-05-03,1991-05-03
493738,Jolita,Schreiter,Senior Staff,1993-01-05,9999-01-01
493738,Jolita,Schreiter,Staff,1987-01-06,1993-01-05
493739,Xinglin,Kroha,Engineer,1999-02-13,2001-08-15
493747,Wayne,Ibel,Staff,1989-11-18,1997-05-06
493748,Mircea,Mayerwieser,Engineer,1985-03-19,1994-03-19
493748,Mircea,Mayerwieser,Senior Engineer,1994-03-19,9999-01-01
493754,Amstein,Stifter,Senior Staff,1986-11-06,9999-01-01
493758,Miomir,Biron,Engineer,1993-08-09,2001-08-09
493758,Miomir,Biron,Senior Engineer,2001-08-09,9999-01-01
493761,Giap,Arlazarov,Senior Staff,2000-10-19,9999-01-01
493761,Giap,Arlazarov,Staff,1995-10-20,2000-10-19
493763,Dulce,Giveon,Senior Staff,1995-03-07,9999-01-01
493764,Zeydy,Quadeer,Technique Leader,1985-11-04,9999-01-01
493788,Maha,Cronau,Senior Staff,1998-11-25,9999-01-01
493788,Maha,Cronau,Staff,1992-11-25,1998-11-25
493789,Elvia,Zirintsis,Senior Engineer,1988-03-08,9999-01-01
493794,Manibrata,McFarlin,Staff,1992-02-10,1996-12-03
493797,Pranay,Stiles,Engineer,1985-10-20,1989-04-29
493800,Constantine,Zallocco,Senior Staff,1994-08-03,9999-01-01
493800,Constantine,Zallocco,Staff,1985-08-03,1994-08-03
493801,Stein,Pews,Engineer,1998-11-16,9999-01-01
